2022-05-14;1;200085;3;1;34;40;77;false;true;truetrue;
2022-05-14;1;200086;1;2;53;20;86;false;false;falsefalse;
2022-05-14;1;200091;1;1;40;20;220;false;false;falsetrue;
2022-05-14;1;200099;4;2;39;30;44;true;true;truefalse;
2022-05-14;1;200101;3;2;58;30;77;false;false;falsetrue;
2022-05-14;1;200106;1;1;28;40;86;false;false;falsefalse;
2022-05-14;1;200107;3;3;43;40;77;false;false;falsetrue;
2022-05-14;1;200108;5;1;52;55;86;true;false;truefalse;
2022-05-14;1;200113;3;2;51;20;44;false;false;falsefalse;
2022-05-14;1;200114;6;2;64;40;77;false;true;truetrue;
2022-05-14;1;200122;3;1;34;80;51;false;false;falsetrue;
2022-05-14;1;200126;2;2;55;20;51;false;false;falsetrue;
2022-05-14;1;200129;2;2;44;40;9;false;false;falsetrue;
2022-05-14;1;200135;5;1;44;40;53;false;true;truetrue;
2022-05-14;1;200136;2;1;43;40;51;false;false;falsetrue;
2022-05-14;1;200137;1;1;82;30;44;false;false;falsefalse;
2022-05-14;1;200140;4;1;48;30;86;true;false;truefalse;
2022-05-14;1;200141;2;1;59;30;86;false;false;falsefalse;
2022-05-14;1;200142;4;1;38;55;72;false;true;truetrue;
2022-05-14;1;200143;2;1;30;55;77;false;false;falsetrue;
2022-05-14;1;200145;1;2;55;40;44;false;false;falsefalse;
2022-05-14;1;200152;6;3;34;30;220;true;true;truetrue;
2022-05-14;1;200155;6;2;26;30;9;false;true;truetrue;
2022-05-14;1;200156;3;1;39;30;44;false;true;truefalse;
2022-05-14;1;200158;4;3;38;40;220;true;true;truetrue;
2022-05-14;1;200159;2;1;73;40;51;false;false;falsetrue;
2022-05-14;1;200161;3;1;51;30;86;false;false;falsefalse;
2022-05-14;1;200164;7;4;38;55;44;true;true;truefalse;
2022-05-14;1;200166;2;1;66;30;9;false;false;falsetrue;
2022-05-14;1;200170;1;2;60;40;86;false;false;falsefalse;
2022-05-14;1;200171;2;2;81;55;77;false;false;falsetrue;
2022-05-14;1;200172;2;1;57;30;77;false;false;falsetrue;
2022-05-14;1;200173;4;2;30;80;44;false;true;truefalse;
2022-05-14;1;200175;2;1;30;55;77;false;false;falsetrue;
2022-05-14;1;200177;6;2;42;40;44;true;false;truefalse;
2022-05-14;1;200178;4;4;60;40;220;false;false;falsetrue;
2022-05-14;1;200189;2;2;42;30;44;true;false;truefalse;
2022-05-14;1;200190;3;1;67;30;220;false;false;falsetrue;
2022-05-14;1;200191;3;1;68;30;44;false;false;falsefalse;
2022-05-14;1;200194;1;1;31;40;51;false;false;falsetrue;
2022-05-14;1;200195;2;2;43;40;77;false;false;falsetrue;
2022-05-14;1;200198;4;1;42;40;77;false;true;truetrue;
2022-05-14;1;200201;3;1;34;30;51;false;false;falsetrue;
2022-05-14;1;200202;6;2;52;80;36;true;false;truetrue;
2022-05-14;1;200205;6;3;67;40;51;true;false;truetrue;
2022-05-14;1;200207;2;2;67;40;227;false;false;falsetrue;
2022-05-14;1;200208;4;2;40;80;36;false;true;truetrue;
2022-05-14;1;200212;2;2;24;40;77;false;false;falsetrue;
2022-05-14;1;200214;2;2;66;30;220;false;false;falsetrue;
2022-05-14;1;200216;3;2;42;80;220;true;true;truetrue;
2022-05-14;1;200217;3;2;49;40;77;false;true;truetrue;
2022-05-14;1;200218;5;2;68;40;220;true;true;truetrue;
2022-05-14;1;200219;4;2;31;30;44;false;true;truefalse;
2022-05-14;1;200222;2;1;27;40;86;false;false;falsefalse;
2022-05-14;1;200223;6;1;59;55;9;false;false;falsetrue;
2022-05-14;1;200224;5;1;65;55;77;false;true;truetrue;
2022-05-14;1;200231;3;2;25;40;77;false;false;falsetrue;
2022-05-14;1;200233;2;2;74;30;44;false;false;falsefalse;
2022-05-14;1;200235;1;2;51;40;86;false;false;falsefalse;
2022-05-14;1;200237;2;2;64;55;9;false;false;falsetrue;
