2022-05-15;1;330096;1;38;2;true
2022-05-15;1;330096;2;45;1;false
2022-05-15;1;330096;3;19;2;false
2022-05-15;1;330096;4;5;1;false
2022-05-15;1;330177;2;44;1;true
2022-05-15;1;330177;3;12;2;false
2022-05-15;1;330177;4;7;1;false
2022-05-15;1;330237;1;38;2;false
2022-05-15;1;330237;2;34;1;true
2022-05-15;1;330237;3;15;1;false
2022-05-15;1;330237;4;15;2;false
2022-05-15;1;330237;5;9;1;false
2022-05-15;1;330254;1;55;2;true
2022-05-15;1;330257;1;46;2;false
2022-05-15;1;330257;2;53;1;true
2022-05-15;1;330257;3;23;2;false
2022-05-15;1;330257;4;17;1;false
2022-05-15;1;330260;1;39;2;false
2022-05-15;1;330260;2;38;1;true
2022-05-15;1;330260;3;6;2;false
2022-05-15;1;330265;1;53;2;true
2022-05-15;1;330265;2;20;2;false
2022-05-15;1;330265;3;15;1;false
2022-05-15;1;330289;1;54;1;true
2022-05-15;1;330304;1;39;2;true
2022-05-15;1;330304;2;40;1;false
2022-05-15;1;330304;3;5;2;false
2022-05-15;1;330308;1;50;2;true
2022-05-15;1;330308;2;56;1;false
2022-05-15;1;330308;3;19;2;false
2022-05-15;1;330308;4;17;1;false
2022-05-15;1;330323;1;71;2;false
2022-05-15;1;330323;2;77;1;true
2022-05-15;1;330323;3;35;1;false
2022-05-15;1;330330;1;50;2;false
2022-05-15;1;330330;2;25;1;false
2022-05-15;1;330330;3;24;1;true
2022-05-15;1;330330;4;20;1;false
2022-05-15;1;330330;5;18;1;false
2022-05-15;1;330330;6;16;2;false
2022-05-15;1;330330;7;70;2;false
2022-05-15;1;330333;1;45;2;false
2022-05-15;1;330333;2;50;1;true
2022-05-15;1;330333;3;14;1;false
2022-05-15;1;330333;4;6;1;false
2022-05-15;1;330339;1;31;2;false
2022-05-15;1;330339;2;35;1;true
2022-05-15;1;330339;3;10;1;false
2022-05-15;1;330339;4;5;2;false
2022-05-15;1;330370;1;57;2;true
2022-05-15;1;330373;1;40;1;false
2022-05-15;1;330373;2;30;1;true
2022-05-15;1;330376;1;50;2;true
2022-05-15;1;330376;2;42;1;false
2022-05-15;1;330376;3;29;2;false
2022-05-15;1;330376;4;21;1;false
2022-05-15;1;330376;5;19;1;false
2022-05-15;1;330376;6;10;2;false
2022-05-15;1;330376;7;9;1;false
2022-05-15;1;330380;1;60;2;false
2022-05-15;1;330380;2;55;1;true
2022-05-15;1;330380;3;22;2;false
2022-05-15;1;330384;1;33;2;false
2022-05-15;1;330384;2;27;1;true
2022-05-15;1;330384;3;12;1;false
2022-05-15;1;330384;4;5;2;false
2022-05-15;1;330384;5;41;1;false
2022-05-15;1;330395;1;48;2;false
2022-05-15;1;330395;2;49;1;true
2022-05-15;1;330399;1;43;2;true
2022-05-15;1;330399;2;42;1;false
2022-05-15;1;330399;3;18;2;false
2022-05-15;1;330399;4;17;1;false
2022-05-15;1;330399;5;15;1;false
2022-05-15;1;330399;6;11;1;false
2022-05-15;1;330420;1;61;2;false
2022-05-15;1;330420;2;62;1;true
2022-05-15;1;330428;1;83;2;true
2022-05-15;1;330428;2;27;1;false
2022-05-15;1;330436;1;66;2;false
2022-05-15;1;330436;2;84;1;true
2022-05-15;1;330439;1;34;2;false
2022-05-15;1;330439;2;34;1;true
2022-05-15;1;330439;3;13;2;false
2022-05-15;1;330439;4;3;2;false
2022-05-15;1;330439;5;0;2;false
2022-05-15;1;330445;1;56;2;false
2022-05-15;1;330445;2;56;1;true
2022-05-15;1;330445;3;21;1;false
2022-05-15;1;330455;1;71;2;true
2022-05-15;1;330455;2;74;1;false
2022-05-15;1;330476;1;62;2;true
2022-05-15;1;330476;2;21;2;false
2022-05-15;1;330480;1;61;2;false
2022-05-15;1;330480;2;62;1;true
2022-05-15;1;330480;3;36;1;false
2022-05-15;1;330488;1;48;2;false
2022-05-15;1;330488;2;40;1;true
2022-05-15;1;330488;3;15;1;false
2022-05-15;1;330492;1;29;2;true
2022-05-15;1;330492;2;12;1;false
2022-05-15;1;330492;3;11;2;false
2022-05-15;1;330492;4;7;1;false
2022-05-15;1;330492;5;9;2;false
2022-05-15;1;330492;6;59;2;false
2022-05-15;1;330492;7;37;1;false
2022-05-15;1;330510;1;48;2;false
2022-05-15;1;330510;2;44;1;true
2022-05-15;1;330510;3;18;2;false
2022-05-15;1;330510;4;17;1;false
2022-05-15;1;330510;5;10;2;false
2022-05-15;1;330524;1;45;2;true
2022-05-15;1;330524;2;44;1;false
2022-05-15;1;330524;3;21;2;false
2022-05-15;1;330532;1;62;2;true
2022-05-15;1;330532;2;25;1;false
2022-05-15;1;330537;1;26;2;false
2022-05-15;1;330537;2;53;1;true
2022-05-15;1;330537;3;21;2;false
2022-05-15;1;330556;1;56;2;false
