2022-05-17;1;21451;1;3347.59;21;11;17;111;3;0;2;2;1;1;5;55;1;1;1;2;2;2;5
2022-05-17;1;21452;1;3347.59;21;11;17;111;3;0;2;2;1;1;4;43;1;1;1;2;2;2;4
2022-05-17;1;21456;1;3116.59;21;11;17;111;2;0;2;1;1;1;5;65;1;1;1;2;2;2;5
2022-05-17;1;21468;1;3107.3;21;11;17;111;3;0;1;2;1;2;3;31;2;1;2;2;1;2;3
2022-05-17;1;21468;2;2595.99;21;11;17;111;3;0;1;2;2;1;4;40;1;2;1;2;2;2;4
2022-05-17;1;21468;3;3577.42;21;11;17;111;3;0;1;2;3;1;2;15;2;2;4;2;2;1;2
2022-05-17;1;21468;4;3577.42;21;11;17;111;3;0;1;2;4;1;1;8;2;2;4;2;2;1;1
2022-05-17;1;21477;1;3107.3;21;11;17;111;3;0;1;2;1;2;5;60;2;1;2;2;2;2;5
2022-05-17;1;21477;2;2595.99;21;11;17;111;3;0;1;2;2;1;5;62;1;2;1;2;2;2;5
2022-05-17;1;21477;3;2595.99;21;11;17;111;3;0;1;2;3;1;3;26;2;2;4;2;2;2;3
2022-05-17;1;21479;1;3107.3;21;11;17;111;3;0;1;2;1;2;5;64;2;1;2;2;2;2;5
2022-05-17;1;21479;2;2595.99;21;11;17;111;3;0;1;2;2;1;5;63;1;2;1;2;2;2;5
2022-05-17;1;21479;3;2280.36;21;11;17;111;3;0;1;2;3;2;3;32;2;2;4;2;2;2;3
2022-05-17;1;21480;1;3107.3;21;11;17;111;3;0;1;2;1;2;4;49;1;1;1;2;2;2;4
2022-05-17;1;21480;2;2280.36;21;11;17;111;3;0;1;2;2;2;3;27;2;2;4;2;2;2;3
2022-05-17;1;21480;3;2595.99;21;11;17;111;3;0;1;2;3;1;3;24;2;2;4;2;2;2;3
2022-05-17;1;21480;4;3577.42;21;11;17;111;3;0;1;2;4;1;2;17;2;2;4;2;2;1;2
2022-05-17;1;21483;1;3537.39;21;11;17;111;3;0;1;2;1;1;5;67;1;1;1;2;2;2;5
2022-05-17;1;21486;1;2892.88;21;11;17;111;1;0;1;1;1;2;4;41;2;1;2;2;2;2;4
2022-05-17;1;21486;2;2416.86;21;11;17;111;1;0;1;1;2;1;3;32;1;2;1;2;2;2;3
2022-05-17;1;21487;1;3107.3;21;11;17;111;3;0;1;2;1;2;3;31;1;1;1;2;2;2;3
2022-05-17;1;21487;2;3577.42;21;11;17;111;3;0;1;2;2;1;2;13;2;2;4;2;2;1;2
2022-05-17;1;21489;1;3107.3;21;11;17;111;3;0;1;2;1;2;4;38;2;1;2;2;2;2;4
2022-05-17;1;21489;2;2595.99;21;11;17;111;3;0;1;2;2;1;4;44;1;2;1;2;2;2;4
2022-05-17;1;21489;3;2986.35;21;11;17;111;3;0;1;2;3;2;2;19;2;2;4;2;2;1;2
2022-05-17;1;21489;4;3577.42;21;11;17;111;3;0;1;2;4;1;2;13;2;2;4;2;2;1;2
2022-05-17;1;21489;5;2986.35;21;11;17;111;3;0;1;2;5;2;1;11;2;2;4;2;2;1;1
2022-05-17;1;21497;3;3577.42;21;11;17;111;3;0;1;2;3;1;1;7;2;2;4;2;2;1;1
2022-05-17;1;21497;1;3107.3;21;11;17;111;3;0;1;2;1;2;4;35;2;1;2;2;2;2;4
2022-05-17;1;21497;2;2595.99;21;11;17;111;3;0;1;2;2;1;4;40;1;2;1;2;2;2;4
2022-05-17;1;22503;1;1884.43;13;15;16;113;3;0;1;2;1;2;3;33;2;1;2;2;2;2;3
2022-05-17;1;22503;2;1639.5;13;15;16;113;3;0;1;2;2;1;5;70;1;2;1;2;2;2;5
2022-05-17;1;22503;3;1579.99;13;15;16;113;3;0;1;2;3;1;2;16;2;2;4;2;2;1;2
2022-05-17;1;22503;5;1579.99;13;15;16;113;3;0;1;2;5;1;1;12;2;2;4;2;2;1;1
2022-05-17;1;22503;4;1579.99;13;15;16;113;3;0;1;2;4;1;2;14;2;2;4;2;2;1;2
2022-05-17;1;22503;6;1579.99;13;15;16;113;3;0;1;2;6;1;1;10;2;2;4;2;2;1;1
2022-05-17;1;22503;7;1448.1;13;15;16;113;3;0;1;2;7;2;1;9;2;2;4;2;2;1;1
2022-05-17;1;22527;4;1448.1;13;15;16;113;3;0;1;2;4;2;1;9;2;2;4;2;2;1;1
2022-05-17;1;22527;1;1884.43;13;15;16;113;3;0;1;2;1;2;4;35;2;1;2;2;2;2;4
2022-05-17;1;22527;2;1639.5;13;15;16;113;3;0;1;2;2;1;4;42;1;2;1;2;2;2;4
2022-05-17;1;22527;3;1448.1;13;15;16;113;3;0;1;2;3;2;2;14;2;2;4;2;2;1;2
2022-05-17;1;22529;1;2154.31;13;15;16;113;3;0;2;2;1;2;4;48;1;1;1;2;2;2;4
2022-05-17;1;22529;3;1655.49;13;15;16;113;3;0;2;2;3;2;2;15;2;2;4;2;2;1;2
2022-05-17;1;22529;4;1532.84;13;15;16;113;3;0;2;2;4;2;3;22;2;2;4;2;2;2;3
2022-05-17;1;22529;5;1655.49;13;15;16;113;3;0;2;2;5;2;1;9;2;2;4;2;2;1;1
2022-05-17;1;22531;1;1983.69;13;15;16;113;1;0;2;1;1;1;3;28;2;2;4;2;2;2;3
2022-05-17;1;22531;2;2787.95;13;15;16;113;1;0;2;1;2;1;5;53;1;1;1;2;2;2;5
2022-05-17;1;22532;2;1735.18;13;15;16;113;1;0;1;1;2;1;4;40;1;2;1;2;2;2;4
2022-05-17;1;22532;1;1994.41;13;15;16;113;1;0;1;1;1;2;4;38;2;1;2;2;2;2;4
2022-05-17;1;22532;3;1701.6;13;15;16;113;1;0;1;1;3;2;1;11;2;2;4;2;2;1;1
2022-05-17;1;22532;4;1701.6;13;15;16;113;1;0;1;1;4;2;1;6;2;2;4;2;2;1;1
2022-05-17;1;22532;5;1856.58;13;15;16;113;1;0;1;1;5;1;2;16;2;2;4;2;2;1;2
2022-05-17;1;200086;1;3159.61;4;12;13;112;3;0;2;2;1;2;5;53;1;1;1;2;2;2;5
2022-05-17;1;200091;1;3438.26;4;12;12;112;3;0;1;2;1;2;4;40;1;1;1;2;2;2;4
2022-05-17;1;200099;1;3159.61;4;12;12;112;3;0;2;2;1;2;4;40;2;1;2;2;1;2;4
2022-05-17;1;200099;2;2704.04;4;12;12;112;3;0;2;2;2;1;4;39;1;2;1;2;2;2;4
2022-05-17;1;200099;3;2406.27;4;12;12;112;3;0;2;2;3;1;2;16;2;2;4;2;2;1;2
2022-05-17;1;200099;4;2406.27;4;12;12;112;3;0;2;2;4;1;1;5;2;2;4;2;2;1;1
2022-05-17;1;200101;3;1625.53;4;12;12;112;3;0;1;2;3;2;5;88;2;2;4;2;2;2;5
2022-05-17;1;200101;1;3438.26;4;12;12;112;3;0;1;2;1;2;5;58;1;1;1;2;2;2;5
2022-05-17;1;200101;2;1625.53;4;12;12;112;3;0;1;2;2;2;4;35;2;2;4;2;2;2;4
2022-05-17;1;200106;1;5038.34;4;12;12;112;2;0;2;1;1;1;3;28;1;1;1;2;2;2;3
2022-05-17;1;200107;1;3028.79;4;12;12;112;2;0;1;1;1;2;4;44;2;1;2;2;2;2;4
2022-05-17;1;200107;2;2592.09;4;12;12;112;2;0;1;1;2;1;4;43;1;2;1;2;2;2;4
2022-05-17;1;200107;3;1431.94;4;12;12;112;2;0;1;1;3;2;3;20;2;2;4;2;2;2;3
2022-05-17;1;200108;5;2628.4;4;12;12;112;1;0;2;1;5;1;1;12;2;2;4;2;2;1;1
2022-05-17;1;200108;4;2848.46;4;12;12;112;1;0;2;1;4;2;2;13;2;2;4;2;2;1;2
2022-05-17;1;200108;1;2783.32;4;12;12;112;1;0;2;1;1;2;5;52;1;1;1;2;2;2;5
2022-05-17;1;200108;2;2628.4;4;12;12;112;1;0;2;1;2;1;2;16;2;2;4;2;2;1;2
2022-05-17;1;200108;3;2628.4;4;12;12;112;1;0;2;1;3;1;2;15;2;2;4;2;2;1;2
2022-05-17;1;200113;1;3159.61;4;12;12;112;3;0;2;2;1;2;5;51;1;1;1;2;2;2;5
2022-05-17;1;200113;2;2704.04;4;12;12;112;3;0;2;2;2;1;3;26;2;2;4;2;2;2;3
2022-05-17;1;200113;3;1493.79;4;12;12;112;3;0;2;2;3;2;3;25;2;2;4;2;2;2;3
2022-05-17;1;200114;1;3028.79;4;12;12;112;2;0;1;1;1;2;5;63;2;1;2;2;1;2;5
2022-05-17;1;200114;2;2592.09;4;12;12;112;2;0;1;1;2;1;5;64;1;2;1;2;2;2;5
2022-05-17;1;200114;4;1431.94;4;12;12;112;2;0;1;1;4;2;3;27;2;2;4;2;2;2;3
2022-05-17;1;200114;3;2592.09;4;12;12;112;2;0;1;1;3;1;4;40;2;2;4;2;2;2;4
2022-05-17;1;200114;5;2860.21;4;12;12;112;2;0;1;1;5;1;1;7;2;2;4;2;2;1;1
2022-05-17;1;200114;6;2860.21;4;12;12;112;2;0;1;1;6;1;1;4;2;2;4;2;2;1;1
2022-05-17;1;200122;1;3028.79;4;12;12;112;1;0;1;1;1;2;3;25;2;1;2;2;2;2;3
2022-05-17;1;200122;3;1431.94;4;12;12;112;1;0;1;1;3;2;3;27;2;2;4;2;2;2;3
2022-05-17;1;200122;2;1431.94;4;12;12;112;1;0;1;1;2;2;3;34;1;2;1;2;2;2;3
2022-05-17;1;200126;1;3438.26;4;12;12;112;3;0;1;2;1;2;5;55;1;1;1;2;2;2;5
2022-05-17;1;200126;2;2942.52;4;12;12;112;3;0;1;2;2;1;5;67;2;2;4;2;2;2;5
2022-05-17;1;200129;1;3028.79;4;12;13;112;2;0;1;1;1;2;3;25;2;1;2;2;2;2;3
2022-05-17;1;200129;2;2592.09;4;12;13;112;2;0;1;1;2;1;4;44;1;2;1;2;2;2;4
2022-05-17;1;200135;1;3028.79;4;12;12;112;2;0;1;1;1;2;4;43;2;1;2;2;1;2;4
2022-05-17;1;200135;2;2592.09;4;12;12;112;2;0;1;1;2;1;4;44;1;2;1;2;2;2;4
2022-05-17;1;200135;3;1431.94;4;12;12;112;2;0;1;1;3;2;3;25;2;2;4;2;2;2;3
2022-05-17;1;200135;4;3099.67;4;12;12;112;2;0;1;1;4;2;2;18;2;2;4;2;2;1;2
