2022-05-15;1;35660;6289.65;1;10;5;110;3;5;0;1;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;2;2
2022-05-15;1;35699;5887.62;1;10;3;110;1;2;0;1;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;2;1
2022-05-15;1;35704;7071.2;1;10;5;110;3;7;0;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2
2022-05-15;1;35749;5216.52;1;10;5;110;2;4;0;2;3;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1
2022-05-15;1;35750;5660.41;1;10;1;110;1;3;0;2;3;1;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1
2022-05-15;1;35752;6462.08;1;10;5;110;1;3;0;2;4;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;1
2022-05-15;1;35757;6462.08;1;10;5;110;1;3;0;2;4;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1
2022-05-15;1;35774;4955.62;1;10;4;110;1;3;0;2;5;1;1;2;2;3;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1
2022-05-15;1;35775;5255.1;1;10;2;110;1;3;0;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1
2022-05-15;1;35778;6304.15;1;10;1;110;1;2;0;1;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
2022-05-15;1;35779;6304.15;1;10;1;110;1;3;0;1;3;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
2022-05-15;1;35791;6042.55;1;10;2;110;1;3;0;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
2022-05-15;1;35792;5660.41;1;10;1;110;1;3;0;2;3;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1
2022-05-15;1;35793;5034.78;1;10;1;110;1;3;0;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
2022-05-15;1;35796;9166.62;1;10;1;110;2;4;0;1;5;4;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
2022-05-15;1;35804;6649.0;1;10;3;110;2;4;0;2;4;2;1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1
2022-05-15;1;35813;6304.15;1;10;1;110;1;3;0;1;3;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1
